publisher.publisher_name,publisher.place_of_publication,publication_type,country_of_publication,language,contributor.name,contributor.role,title,idno,idno.type,subject,publishing_work_items.value,publishing_work_items.type,publishing_work_items.unit,label
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Seitenzahl, I.R. Meakin, C.A. Townsley, D.M. Truran, J.W. Lamb, D.Q.'",b'1 1 1 1 1',b'Nucleosynthesis in Surface Detonation Type Ia Supernovae',b'RN233729061',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Seitenzahl, Ivo R. Meakin, Casey A. Townsley, Dean M. Truran, James W. Physics Division Argonne L 60439, Argonne National Laboratory Lamb, Don Q. Department of Astronomy and Astrophysics Chicago IL 60637, University of Chicago'",b'1 1 1 1 1 1 1',b'Nucleosynthesis in Surface Detonation Type Ia Supernovae',b'10.1063/1.2943630 21143513',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'IEEE',b'',b'2',b'',b'ENG',"b'Pedrow, P. Ekdahl, C. Ekdahl, Carl Pedrow, Patrick'",b'1 1 7 7',b'Special Issue on Plenary and Invited Papers from ICOPS 2004 IEEE TRANSACTIONS ON PLASMA SCIENCE',b'0093-3813 CN054681031',b'SERIESISSN BLID',b'',b'',b'',b'',FORCE_MATCH
b'IEEE',b'',b'2',b'USA',b'ENG',"b'Ekdahl, Carl. Pedrow, Patrick. IEEE.Nuclear and Plasma Sciences SocietyPlasma Science and Applications Committee'",b'1 1 2',b'Special issue on plenary and invited papers from ICOPS 2004',b'013159230',b'MARCCONTROL',b'',b'1 v.',b'3',b'7',FORCE_MATCH
b'Unknown',b'',b'1',b'',b'FRE',b'',b'',b'ECOFINANCE',b'RN236358341',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Unknown',b'',b'1',b'',b'FRE',b'',b'',b'ECOFINANCE',b'RN238231047',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'OIL and Gas Journal',b'',b'1',b'',b'ENG',b'',b'',b'Nelson-Farrar monthly cost indexes',b'RN240105224',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'OIL and Gas Journal',b'',b'1',b'',b'ENG',b'',b'',b'Nelson-Farrar monthly cost indexes',b'RN238097823',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Health & Medical Publishing Group',b'',b'1',b'',b'ENG',b'',b'',b'SAMA Labour Pulse',b'RN240004146',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Health & Medical Publishing Group',b'',b'1',b'',b'ENG',b'',b'',b'SAMA Labour Pulse',b'RN260695600',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Massachusetts Medical Society',b'',b'1',b'',b'ENG',"b'Brass, S.D.'",b'1',b'A Man with Chronic Daily Headache',b'RN239993471',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Massachusetts Medical Society',b'',b'1',b'',b'ENG',b'',b'',b'A Man with Chronic Daily Headache',b'RN246573141',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'IEEE Institute of Electrical and Electronics',b'',b'1',b'',b'ENG',"b'Darcie, T.E. Stohr, A. Yu, P.K.L.'",b'1 1 1',b'Special Issue on Microwave Photonics',b'RN239983910',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'IEEE',b'',b'1',b'',b'',b'',b'',b'Special issue on microwave photonics Journal of Lightwave Technology',b'10.1109/JLT.2009.2026334 5135421',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Hernandez, E. Nieves, J. Valverde, M.'",b'1 1 1',b'Pion Production in Neutrino-nucleon Reactions',b'RN224487007',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Hernandez, E. Nieves, J. Valverde, M.'",b'1 1 1',b'Pion Production in Neutrino-Nucleon Reactions',b'10.1063/1.2834477 21043467',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'Blackwell Publishing LTD',b'',b'1',b'',b'ENG',b'',b'',b'Normes OEPPEPPO StandardsDiagnosticsDiagnostic',b'RN240015326',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Blackwell Publishing LTD',b'',b'1',b'',b'ENG',b'',b'',b'Normes OEPPEPPO StandardsDiagnosticsDiagnostic',b'RN246784930',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Blackwell Publishing LTD',b'',b'1',b'',b'ENG',b'',b'',"b'ANNOUNCEMENTS: INTERNATIONAL ASSOCIATION FOR RESEARCH IN INCOME AND WEALTH:Thirty-first General Conference-St. Gallen, Switzerland, August 22-28, 2010'",b'RN240010730',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Blackwell Publishing LTD',b'',b'1',b'',b'ENG',b'',b'',"b'ANNOUNCEMENTS: INTERNATIONAL ASSOCIATION FOR RESEARCH IN INCOME AND WEALTH:Thirty-first General Conference-St. Gallen, Switzerland, August 22-28, 2010'",b'RN245466017',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Zemkova, H.W. Kment, M. Svec, J. Bryndova, J. Ergang, P. Pacha, J.'",b'1 1 1 1 1 1',b'ZMENY EXPRESE VYBRANYCH GENU WNT DRAHY VE VZORCICH KOLOREKTALNIHO KARCINOMU',b'RN240002953',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Galen s.r.o.',b'Prague 5',b'1',b'CZE',b'CZE',"b'Zemkova\xcc\x81 Jr., Hana S\xcc\x8cvec, Jir\xcc\x8ci\xcc\x81 Ergang, Peter Bryndova\xcc\x81, Jana Pa\xcc\x81cha, Jir\xcc\x8ci\xcc\x81 Kment, Milan'",b'1 1 1 1 1 1',b'Zme\xcc\x8cny exprese vybrany\xcc\x81ch genu\xcc\x8a Wnt dra\xcc\x81hy ve vzorci\xcc\x81ch kolorekta\xcc\x81lni\xcc\x81ho karcinomu Changes of expression of selected genes of Wnt pathway in colorectal cancer',b'',b'',b'Wnt pathway Colorectal cancer',b'',b'',b'',FORCE_MATCH
b'BRW Media',b'',b'1',b'',b'ENG',b'',b'',b'Management update',b'RN239992699',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'BRW Media',b'',b'1',b'',b'ENG',b'',b'',b'Management update',b'RN254571830',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Owens, J.F. Huston, J. Keppel, C.E. Kuhlmann, S. Morfin, J.G. Olness, F. Pumplin, J. Stump, D.'",b'1 1 1 1 1 1 1 1',b'Nuclear Corrections and Parton Distribution Functions-Lessons Learned from Global Fitting',b'RN224487106',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Owens, J. F. Huston, J. Pumplin, J. Stump, D. Keppel, C. E. Kuhlmann, S. Morfin, J. G. Olness, F.'",b'1 1 1 1 1 1 1 1',b'Nuclear Corrections and Parton Distribution Functions--Lessons Learned from Global Fitting',b'10.1063/1.2834487 21043477',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Mason, D.'",b'1',"b'The Strange-antistrange Asymmetry, the NuTeV Measurement, and a Peek at Future Prospects'",b'RN224487111',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Mason, D.'",b'1',"b'The Strange-Antistrange Asymmetry, The NuTeV Measurement and a Peek at Future Prospects.'",b'10.1063/1.2834489 21043479',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Hiraide, K. SciBooNE Collaboration'",b'1 1',b'Physics Motivations of SciBooNE',b'RN224487240',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Hiraide, K.'",b'1',b'Physics Motivations of SciBooNE',b'10.1063/1.2834503 21043492',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Sorel, M.'",b'1',b'Overview of Progress in Neutrino Scattering Measurements',b'RN224486673',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Sorel, M.'",b'1',b'Overview of progress in neutrino scattering measurements',b'10.1063/1.2834473 21043463',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'McLaughlin, G.C.'",b'1',b'Why Understanding Neutrino Cross Sections Is Important for Astrophysics',b'RN224486661',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'McLaughlin, G. C.'",b'1',b'Why understanding neutrino cross sections is important for astrophysics',b'10.1063/1.2834519 21043508',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Napora, R. SciBooNE Collaboration'",b'1 1',b'An Update on the Progress of SciBooNE',b'RN224486716',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Napora, R.'",b'1',b'An Update on the Progress of SciBooNE',b'10.1063/1.2834508 21043497',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Psaker, A.'",b'1',b'Deeply Virtual Neutrino Scattering',b'RN224487136',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Psaker, A.'",b'1',b'Deeply Virtual Neutrino Scattering',b'10.1063/1.2834491 21043481',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Espinal, X. Sanchez, F.'",b'1 1',b'Measurement of the Axial Vector Mass in Neutrino-carbon Interactions at K2K',b'RN224486856',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Espinal, X. Sanchez, F.'",b'1 1',b'Measurement of the axial vector mass in neutrino-Carbon interactions at K2K',b'10.1063/1.2834461 21043451',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Lalakulich, O. Melnitchouk, W. Paschos, E.A. Praet, C. Jachowicz, N. Ryckebusch, J.'",b'1 1 1 1 1 1',b'Duality in Neutrino Reactions',b'RN224487081',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Lalakulich, O. Praet, C. Jachowicz, N. Ryckebusch, J. Melnitchouk, W. Paschos, E. A.'",b'1 1 1 1 1 1',b'Duality in Neutrino Reactions',b'10.1063/1.2834485 21043475',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Naples, D.'",b'1',b'Neutrino Deep Inelastic Scattering',b'RN224487093',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Naples, D.'",b'1',b'Neutrino Deep Inelastic Scattering',b'10.1063/1.2834486 21043476',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'Lippincott Williams & Wilkins',b'',b'1',b'',b'ENG',"b'Santarpia, G. Sarubbi, B. D Alto, M. Romeo, E. Calabro, R.'",b'1 1 1 1 1',b'Extrusion of the device: a rare complication of the pacemaker implantation',b'RN239969159',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b""Santarpia, Giuseppe Sarubbi, Berardo D'alto, Michele Romeo, Emanuele Calabr\xc3\xb2, Raffaele""",b'1 1 1 1 1',b'Extrusion of the device: a rare complication of the pacemaker implantation',b'10.2459/JCM.0B013E328316BBF8 19001937 19001937',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Yang, T. Andreopoulos, C. Gallagher, H. Kehayias, P.'",b'1 1 1 1',b'A Hadronization Model for the MINOS Experiment',b'RN224487123',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Yang, T. Andreopoulos, C. Gallagher, H. Kehayias, P.'",b'1 1 1 1',b'A Hadronization Model for the MINOS Experiment',b'10.1063/1.2834490 21043480',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Scholberg, K. nu SNS Collaboration'",b'1 1',b'Neutrinos at the Spallation Neutron Source',b'RN224486776',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Scholberg, K.'",b'1',b'Neutrinos at the Spallation Neutron Source',b'10.1063/1.2834514 21043503',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Alekhin, S. Kulagin, S.A. Petti, R.'",b'1 1 1',b'Modeling Lepton-nucleon Inelastic Scattering from High to Low Momentum Transfer',b'RN224487046',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Alekhin, S. Kulagin, S. A. Petti, R.'",b'1 1 1',b'Modeling Lepton-Nucleon Inelastic Scattering from High to Low Momentum Transfer',b'10.1063/1.2834481 21043471',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Lee, T.-S.H.'",b'1',b'Dynamical Resonance Production Model',b'RN224487070',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Lee, T.-S. H.'",b'1',b'Dynamical Resonance Production Model',b'10.1063/1.2834484 21043474',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Bradford, R.'",b'1',b'Electron Scattering Measurements of Interest to the Neutrino Physics Community',b'RN224486686',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Bradford, R.'",b'1',b'Electron Scattering Measurements of Interest to the Neutrino Physics Community',b'10.1063/1.2834488 21043478',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Nakajima, Y. SciBooNE Collaboration'",b'1 1',b'Single Pion Measurement Capabilities at SciBooNE',b'RN224486960',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Nakajima, Y.'",b'1',b'Single Pion Measurement Capabilities at SciBooNE',b'10.1063/1.2834472 21043462',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Singh, S.K. Athar, M.S. Ahmed, S.'",b'1 1 1',b'Single Pion Production from Nuclei',b'RN224486970',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Singh, S. K. Athar, M. Sajjad Ahmed, S.'",b'1 1 1',b'Single Pion production from Nuclei',b'10.1063/1.2834474 21043464',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Jachowicz, N. Praet, C. Vancraeyveld, P. Ryckebusch, J.'",b'1 1 1 1',b'Probing the Strangeness Content of the Nucleon in Quasielastic Neutrino-nucleus Scattering',b'RN224487161',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Jachowicz, N. Praet, C. Vancraeyveld, P. Ryckebusch, J.'",b'1 1 1 1',b'Probing the strangeness content of the nucleon in quasielastic neutrino-nucleus scattering',b'10.1063/1.2834494 21043484',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Praet, C. Lalakulich, O. Jachowicz, N. Ryckebusch, J.'",b'1 1 1 1',b'A Relativistic Model for Neutrino Pion Production from Nuclei in the Resonance Region',b'RN224487173',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Praet, C. Lalakulich, O. Jachowicz, N. Ryckebusch, J.'",b'1 1 1 1',b'A relativistic model for neutrino pion production from nuclei in the resonance region',b'10.1063/1.2834495 21043485',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Giganti, C. SciBooNE Collaboration'",b'1 1',b'The Electron Catcher (EC) of SciBooNE',b'RN224487197',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Giganti, C.'",b'1',b'The electron catcher (EC) of SciBooNE',b'10.1063/1.2834497 21043487',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Vacheret, A. T2K Collaboration'",b'1 1',b'The T2K Beam Line and Near Detectors',b'RN224486766',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Vacheret, A.'",b'1',b'The T2K beam line and near detectors',b'10.1063/1.2834513 21043502',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Kulagin, S.A. Petti, R.'",b'1 1',b'Nuclear Effects in Neutrino Structure Functions',b'RN224486817',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Kulagin, S. A. Petti, R.'",b'1 1',b'Nuclear Effects in Neutrino Structure Functions',b'10.1063/1.2834518 21043507',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
"b'John Wiley & Sons, LTD'",b'',b'1',b'',b'ENG',"b'Marek, I. Simaan, S. Masarwa, A.'",b'1 1 1',b'Enantiomerenangereicherte Cyclopropene: vielseitige Bausteine in der asymmetrischen Synthese',b'RN224566552',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Wiley-Blackwell',"b'Hoboken, NJ USA'",b'1',b'',b'',"b'Marek, Ilan Simaan, Samah Masarwa, Ahmad'",b'1 1 1',b'Enantiomerenangereicherte Cyclopropene: vielseitige Bausteine in der asymmetrischen Synthese http://doi.wiley.com/10.1002/ange.200604774',b'10.1002/ANGE.200604774',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Tayloe, R. MiniBooNE Collaboration'",b'1 1',b'Measuring Neutrino Interactions with MiniBooNE',b'RN224486708',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Tayloe, R.'",b'1',b'Measuring Neutrino Interactions with MiniBooNE',b'10.1063/1.2834506 21043495',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Curioni, A. Fleming, B.T. Soderberg, M.'",b'1 1 1',b'The Yale LAr TPC',b'RN224486787',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Curioni, A. Fleming, B. T. Soderberg, M.'",b'1 1 1',b'The Yale Lar TPC',b'10.1063/1.2834515 21043504',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Sehgal, L.M.'",b'1',b'Understanding the Forward Muon Deficit in Coherent Pion Production',b'RN224486933',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Sehgal, L. M.'",b'1',b'Understanding the Forward Muon Deficit in Coherent Pion Production',b'10.1063/1.2834469 21043459',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
"b""Associata All'Unione Stampa Periodica Italiana""",b'',b'1',b'',b'ENG',"b'Re, B.'",b'1',b'Parish complex',b'RN239663290',b'BLID',b'',b'',b'',b'',FORCE_MATCH
"b""Associata All'Unione Stampa Periodica Italiana""",b'',b'1',b'',b'XXX',"b'Purini, F. Thermes, L. Pierri, E. Cinuzi, A.'",b'1 1 1 1',b'Parish Complex',b'RN252612279',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Del Grosso, A. Zangani, D. Messervey, T.'",b'1 1 1',b'Smart Structures with Fibre-Optic Technologies',b'RN235644884',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Del Grosso, Andrea Zangani, Donato Messervey, Thomas'",b'1 1 1',b'Smart Structures with Fibre-Optic Technologies',b'10.1063/1.2963792 21148938',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'Ecology Society of America',b'',b'1',b'',b'ENG',b'',b'',b'Letters to the editor regarding the contents of past issues and comments on topics of current concern to Frontiers readers',b'RN239672321',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Ecology Society of America',b'',b'1',b'',b'ENG',b'',b'',b'Letters to the editor regarding the contents of past issues and comments on topics of current concern to Frontiers readers',b'RN255665546',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Al-Dabbeek, J.N. El-Kelani, R.J.'",b'1 1',b'Site Effect and Expected Seismic Performance of Buildings in Palestine - Case Study: Nablus City',b'RN235644914',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Al-Dabbeek, Jalal N. El-Kelani, Radwan J.'",b'1 1',b'Site Effect and Expected Seismic Performance of Buildings in Palestine- Case Study: Nablus City',b'10.1063/1.2963829 21148972',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Amiri, G.G. Dehkordi, M.R. Amrei, S.A.R. Kamali, M.K.'",b'1 1 1 1',"b'Evaluation of Horizontal Seismic Hazard of Shahrekord, Iran'",b'RN235645013',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Amiri, G. Ghodrati Dehkordi, M. Raeisi Amrei, S. A. Razavian Kamali, M. Koohi'",b'1 1 1 1',"b'Evaluation of Horizontal Seismic Hazard of Shahrekord, Iran'",b'10.1063/1.2963845 21148988',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Hough, S.E.'",b'1',"b'Keeping the History in Historical Seismology: The 1872 Owens Valley, California Earthquake'",b'RN235645036',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Hough, Susan E.'",b'1',"b'Keeping the History in Historical Seismology: The 1872 Owens Valley, California Earthquake'",b'10.1063/1.2963848 21148991',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Amiri, G.G. Maddah, N. Mohebi, B.'",b'1 1 1',b'Effective Parameters on Seismic Design of Rectangular Underground Structures',b'RN235645554',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Amiri, G. Ghodrati Maddah, N. Mohebi, B.'",b'1 1 1',b'Effective Parameters on Seismic Design of Rectangular Underground Structures',b'10.1063/1.2963906 21149046',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Toprak, A.E. Gulay, F.G. Ruge, P.'",b'1 1 1',b'Comparative Study on Code-Based Linear Evaluation of an Existing RC Building Damaged during 1998 Adana-Ceyhan Earthquake',b'RN235645591',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Toprak, A. Emre Guelay, F. Guelten Ruge, Peter'",b'1 1 1',b'Comparative Study on Code-based Linear Evaluation of an Existing RC Building Damaged during 1998 Adana-Ceyhan Earthquake',b'10.1063/1.2963910 21149050',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Balan, S.F. Cioflan, C.O. Apostol, B.F. Tataru, D. Grecu, B.'",b'1 1 1 1 1',b'The Resonance of the Surface Waves. The H/V Ratio in the Metropolitan Area of Bucharest',b'RN235644937',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Balan, Stefan F. Cioflan, Carmen O. Apostol, Bogdan F. Tataru, Dragos Grecu, Bogdan'",b'1 1 1 1 1',b'The Resonance of the Surface Waves. The H/V Ratio in the Metropolitan Area of Bucharest',b'10.1063/1.2963837 21148980',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Amiri, G.G. Mahmoodi, H. Amrei, S.A.R.'",b'1 1 1',b'Seismic Hazard Assessment of Tehran Based on Arias Intensity',b'RN235645000',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Amiri, G. Ghodrati Mahmoodi, H. Amrei, S. A. Razavian'",b'1 1 1',b'Seismic Hazard Assessment of Tehran Based on Arias Intensity',b'10.1063/1.2963844 21148987',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Mazzolani, F.M.'",b'1',b'Advanced Techniques for Seismic Protection of Historical Buildings: Experimental and Numerical Approach',b'RN235644811',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Mazzolani, Federico M.'",b'1',b'Advanced Techniques for Seismic Protection of Historical Buildings: Experimental and Numerical Approach',b'10.1063/1.2963716 21148867',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Ghannad, M.A. Rahmani, M.T. Jahankhah, H.'",b'1 1 1',b'The Frequency and Damping of Soil-Structure Systems with Embedded Foundation',b'RN235645451',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Ghannad, M. Ali Rahmani, Mohammad T. Jahankhah, Hossein'",b'1 1 1',b'The Frequency and Damping of Soil-Structure Systems with Embedded Foundation',b'10.1063/1.2963895 21149035',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Presti, D.L. Fontana, T. Marchetti, D.'",b'1 1 1',b'Slope Stability Analysis in Seismic Areas of the Northern Apennines (Italy)',b'RN235645323',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Lo Presti, D. Fontana, T. Marchetti, D.'",b'1 1 1',b'Slope Stability Analysis In Seismic Areas Of The Northern Apennines (Italy)',b'10.1063/1.2963879 21149020',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Astaneh-Asl, A.'",b'1',"b'Steel Shear Walls, Behavior, Modeling and Design'",b'RN235644701',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Astaneh-Asl, Abolhassan'",b'1',"b'Steel shear walls, behavior, modeling and design'",b'10.1063/1.2963889 21149029',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Martinez-Rueda, J.E. Moutsokapas, G. Tsantali, E.'",b'1 1 1',b'Predictive Equations to Estimate Arias Intensity and Cumulative Absolute Velocity as a Function of Housner Intensity',b'RN235645050',b'BLID',b'',b'',b'',b'',FORCE_MATCH
